"","RC1","RC2","RC6"
"SampleIDNSW0097",0.651462106501148,1.06430751033015,1.15807500521744
"SampleIDNSW0098",0.388829876525179,1.41189680604342,0.464851849872449
"SampleIDNSW0101",0.462745365715402,1.26553676857116,0.152622204307787
"SampleIDNSW0105",0.749461701175318,1.11256319472379,0.375155678345318
"SampleIDNSW0108",0.900910810359627,1.2895883929203,0.574419814322078
"SampleIDNSW0120",1.15184269493423,0.939683713012815,0.73250695955649
"SampleIDNSW0128",1.13182983417334,0.620048372181175,0.775395148955945
"SampleIDNSW0129",0.886126348193749,0.692080404990044,0.581466028385179
"SampleIDNSW0131",0.541729212026181,0.92648901735921,1.02040154355149
"SampleIDNSW0137",0.659560197136485,1.3883831751217,0.124394735691429
"SampleIDNSW0142",2.18908501792621,1.92206453770007,0.475633970145984
"SampleIDNSW0148",1.83970609693765,1.09107730872484,0.387956378616999
"SampleIDNSW0153",0.376273016047521,0.643476289739464,0.504023126992877
"SampleIDNSW0159",0.393321758688003,0.70807118329727,0.758444834914357
"SampleIDNSW0165",0.925074371393018,0.723284587896625,1.25541437141708
"SampleIDNSW0166",0.673790905821527,-0.385922253251887,0.13953983891731
"SampleIDNSW0174",1.41336722176446,-0.196673574951999,0.947803444258149
"SampleIDNSW0175",1.59964552124815,0.00892541645461008,1.27261181700894
"SampleIDNSW0180",1.54053465667957,0.34654749436635,0.759121242920732
"SampleIDNSW0181",1.17846328694481,0.490370740190027,0.938483737327105
"SampleIDNSW0188",1.10818827611617,0.0825464796509059,1.17078234310557
"SampleIDNSW0205",1.21106430627831,-1.1501117265596,1.47326961236847
"SampleIDNSW0206",1.18024970105735,-1.0189366281777,1.43312607055944
"SampleIDNSW0207",0.817485974415922,-1.41036505374749,1.503508120744
"SampleIDNSW0213",0.947916701195089,-0.907875237661329,1.30686027570932
"SampleIDNSW0223",1.18197579535208,-0.803729882988302,1.38481263257943
"SampleIDNSW0224",1.15856836102497,-1.09574431231854,1.30895294252447
"SampleIDNSW0256",1.29172790976969,-0.846874481656104,1.24051598606274
"SampleIDNSW0268",0.952407321452705,-1.85990541892114,0.797922588247703
